UrSEC Description,,,,,,,,,,
تشریح,جذبات,صنف,اداکار,اداکار  کاآئی ڈی نمبر,نمونہ کی شکل,نمونہ کی شرح,فارمیٹ,دورانیہ سیکنڈز میں ,فائل کا نام,سیریل نمبر
میری ابھی آنے والی پوری زندگی کی سانسوں کی وجہ ہیں,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_3_29,1179
اس لمحے کو کچھ مت کہو,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,1,4_0_3_30,1180
جو اولاد پہ کیسے ہی حالات کیوں نہ آجائیں نہ ہنستی ہیں نہ روتی ہیں,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_3_31,1181
نہ ہاں یا نفی میں سر ہلاتی ہیں,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_3_32,1182
میرا مطلب ہے کہ ٹھیک ہے چلی جانا,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,5,4_0_3_33,1183
تھوڑی سی دیر اگر رُک جاؤگی تو مہربانی ہوگی,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,5,4_0_3_34,1184
بخار جانتا ہے نا کہ مرید کی ماں آزاد نہیں ہے وہ اکیلا ہے,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,5,4_0_3_35,1185
ایسا اب حال ہو جائے گا میرا میں نے سوچا بھی نہیں تھا,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_3_36,1186
بچپن سے لیکے آج تک دیواروں کے ساتھ باتیں کی ہیں میں نے,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_3_37,1187
کون چاہتا ہے محبت کےبغیر جینا,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_3_38,1188
محبت کے بغیر رہنا نفرت کے ساتھ جینا,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_3_39,1189
اچھا شکر ہے سوچنے کا کہا ہے تو,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_3_40,1190
موبائل چھپایا ہے کپلوں میں,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,1,4_0_3_41,1191
الجام لگاتی رہتی ہیں بولو بھولا بھی ہوں,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_3_42,1192
کہاں جا رہی ہے مجھے اکیلا چھوڑ کے,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_3_43,1193
ہوئی ہے خوشی اتنی زیادہ ہوئی ہے,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_3_44,1194
یہ میرے میرے جیسا تو نہیں ہے نا ہیں نا نہیں ہے نا,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_3_45,1195
ممم میرے جیسا نہیں ہونا چاہیے یہ,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_3_46,1196
لیکن میں تو وہ ہوں نا,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,1,4_0_3_47,1197
میں یہاں اکیلا نہیں آتا بچپن میرے ساتھ آتا ہے,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_3_48,1198
میری کہانی میرے ماضی کے ساتھ جڑے ایک زخم کی ہے,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_3_49,1199
میرے ماں باپ کے لڑنے کی آوازیں آ,بوریت,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,1,4_0_3_50,1200
میں وہی کر رہا تھا جو ایک بھائی کو کرنا چاہیے,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_4_01,1201
یہ صرف اپ کے دودھ کا احسان ہے جو میں نے چھوڑ دیا ہے,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_02,1202
یہ سارا دن ماں کے گھٹنے سے لگا رہے گا کیا ہزار کام ہیں باہر چلو بس,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_03,1203
تو کیا کرو اماں تو چاہتی ہے اس کی طرح سارا دن بغیر کسی وجہ کے بغیر کسی بات کے دانت نکلتا رہوں,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,5,4_0_4_04,1204
یہ تو خدا کا شکر ادا کرو کہ وہ لوگ کل میرے ہاتھوں سے بچ گئے,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_4_05,1205
چھوڑوں گا نہیں انہیں چن چن کے ماروں گا بتا رہا ہوں میں,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_4_06,1206
ہبچپن سے لے کر اج تک کی حفاظت کی ہے میں نے تمہاری,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_4_07,1207
کل تم گاڑی لے کر گئے تھے نا پٹرول نہیں بھروایا,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_4_08,1208
تو میں بتایا تھا نا کہ گاڑی کی کیسویں خراب ہے بتایا تھا نا,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_09,1209
گھر سے یہی سوچ کر نکل تھا لیکن اماں کی قسم نے میرے ہاتھ پاؤں باندھ دیے,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_10,1210
اچھا چلو اب بکو مت زیادہ باتیں کرنے کی ضرورت نہیں ہے,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_11,1211
یار بکواس بند کر دے یار عیسی میں نے تھپڑ مارنا تیرے منہ پہ,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_4_12,1212
چھوٹا سا کام تجھ سے نہ ہو سکا کسی کام کا نہیں ہے تیرے سے تو بات کرنا ہی فضول ہے,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,5,4_0_4_13,1213
پسند نہیں کرتا میں اسے,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,1,4_0_4_14,1214
بقو مت مطلب کیا مطلب کیا ہے تمہارا اس بکواس کا,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_15,1215
جو چیز تمہارے لیے رسوائی اور بدنامی کا باعث نہیں بن رہی,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,6,4_0_4_16,1216
میری زندگی میں بہت سے ایسے کنگلے دیکھے ہیں جو جیب میں لاکھوں کروڑوں روپے لے کر پھرتے ہیں لیکن دل کے بھکاری ہوتے ہیں وہ,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,7,4_0_4_17,1217
تم بھی مجھ سے وہی کہہ رہے ہو جو پورا زمانہ کہتا ہے تم تو سمجھتے ہو مراد علی,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_4_18,1218
کوئی برائی ہے کیا مجھ میں میری محبت میں کوئی برائی ہے تو بتاؤ بولو,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_19,1219
اگر میں تم سے عزت نیک نامی کا سودا کرنا چاہتا ہوں تو بدلے میں تم بھی بدنامی اور رسوائی کے ازمائش سے گزارنا چاہتی ہو مجھے سوداگر تو تم بھی ہو زوہرا,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,8,4_0_4_20,1220
کیا فرق ہے مجھ میں اور تم میں,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,1,4_0_4_21,1221
ہاں جانتا ہوں پر کسی نے سوداگر ہونے کا تانہ دیا ہے عیسی,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_4_22,1222
مجھ سے کہتی ہے محبت میں زبردستی وہ کرتے ہیں جنہیں جسم پانا ہوتا ہے,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_4_23,1223
سمجھ کیوں نہیں رہا تو سارہ کا سارا انتظام دھرا کا دھرا رہ جائے گا,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_4_24,1224
مجھے کیا پتا تھا اس کا شوہر ہے وہ مجھے لگا اس کا ساتھ بدتمیزی کر رہا ہے تو,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_25,1225
گانڈ ہی بلاتا رہے گا کھانے کو کچھ نہیں دے گا,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_26,1226
کتنا گھٹیا مرد ہے عورت کی کمائی کھا رہا ہے کہاں ہوتے ہیں ایسے مرد,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_4_27,1227
یہ وجہ تھی جی اس وجہ سے تم نے موسی کو ٹھکرا دیا,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_28,1228
یہ مدہوشی کی محفل یہ جام یہ ہوس کی بھری ہوئی نظریں,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,7,4_0_4_29,1229
تمہیں میرے خاندان میرے نیک نامی میرے رواجوں سے چڑ تھی نا,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_30,1230
چھوڑ دیا میں نے سب کچھ چھوڑ دیا ہمیشہ ہمیشہ کے لیے,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_4_31,1231
یار ایسا سلوک تو کوئی اپنا پالتو جانور کے ساتھ نہیں کرتا مراد علی,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_32,1232
کہاں سے خبر لائیں گے کیسی باتیں کرتا ہے تو,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_4_33,1233
مرید تو سمجھتا کیوں نہیں سمجھتا کیوں نہیں مالکوں کی برابری نہیں کرتے,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,5,4_0_4_34,1234
اور ایسا نہیں تھا کہ میرے ابا میری فیس برداشت نہیں کر سکتے تھے پیسے تھے ان کے پاس,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,5,4_0_4_35,1235
پھر سے دھوکا اخری موقع دیا تھا میں نے اپ کو,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_4_36,1236
کیونکہ تم اچھی طرح جانتے ہو  میری زندگی کا مقصد صرف اور صرف امین قریشی ہے اگر اس کی جان گئی تو ہمیشہ کے لیے کھیل ختم,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,5,4_0_4_37,1237
یاد کرو وہ دن جب میں نے تمہیں بچایا تھا ورنہ تم اج زندہ نہ ہوتے,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_38,1238
انہیں ایسا نہیں کرنا چاہیے تھا کتنا کمزور انسان ہو نا میں,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_39,1239
اس سے پہلے مزید دم گھٹنے لگے چادر پہ پڑی ہوئی گرد کو جھاڑ دیں,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_40,1240
یہ عیش و عشرت یہ محفلیں یہ رونقیں موسی کا نیم دار گھرانہ تمہیں نہیں دے سکتا تھا,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,6,4_0_4_41,1241
میری ایک بات یاد رکھنا ہمیشہ,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_4_42,1242
اس کسی پہرے سے ڈرا ہے مراد اس رکاوٹ سے کب رکا,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_43,1243
نسون نکیہا سمجھ سے باہر,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_4_44,1244
کیا بھی بگاڑا ہے میں نے زندگی کا جو اس نے یہ سلوک کیا ہے میرے ساتھ,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_4_45,1245
اپ کے ساتھ جو ہوا ہے اس بات کی اتنی تکلیف ہوئی ہے مجھے کہ میں اپ کو بتا نہیں سکتا,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,5,4_0_4_46,1246
اور جا جا کر اماں کو روک مجھے نہیں کرنی شادی وادی,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_4_47,1247
اپ سے بات کرنی ہے مجھے کچھ پوچھنا ہے اپ سے,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_4_48,1248
کبھی کبھی ہمیں تو پتہ نہیں ہوتا انے والا ایک  لمحہ ہمارے لیے ایک دشمن لے کے ا رہا ہے,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_49,1249
جب بھی بات میری عزت پر اتی ہے میرا خود پر قابو نہیں رہتا,ناگواری,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_4_50,1250
ایسی ہو کہ ائینہ بھی واقف نہ ہو اس سے,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_5_01,1251
جب ایسی لڑکی مل جائے گی تو بتا دیجیے گا میں کر لوں گا شادی,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_5_02,1252
ارے نامراد صاحب اتنے تکلف کی کیا ضرورت تھی,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_5_03,1253
خدا کی قسم بادشاہ بنا دیا ہے تم نے مجھے میں خود کو اس سلطنت کا بادشاہ سمجھ رہا ہوں,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,5,4_0_5_04,1254
خود کو مجرم مت کہو شکریہ شکریہ تمہارا,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_5_05,1255
ہا ہا ہا ہا نصیب میں نامراد کی دال روٹی لکھی ہے کھا رہے ہیں,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,5,4_0_5_06,1256
اچھا,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_5_07,1257
بتانا صرف یہ تھا کہ اماں مزے مزے کی کہانیاں سناتی تھی,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_5_08,1258
پر مرید یہاں نیچے اٹے سے الگ الگ شکلیں بناتا تھا,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_5_09,1259
الگ مزہ ہوتا تھا اس کھانے کا,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_5_10,1260
سارے ماحول کا ذائقہ اس کھانے میں ا جاتا تھا,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_5_11,1261
سالوں سے اس سگنل سے گزرتا ہوں تو اواز دے کر کہتا ہے کہ مرید صاحب پھول لے لیجیے,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_5_12,1262
جانے لگا میں نے اواز دی کہ پھول تو دو,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_5_13,1263
پہن میرا مطلب ہے کہ رکھ لیجئے,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_5_14,1264
لا لا لا لا لا لا لا لا لا لا,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,6,4_0_5_15,1265
دوبارہ اچھا ہوگا,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_5_16,1266
اتنا سب کچھ اپ میرے بارے میں کیسے کہہ سکتے ہیں,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_5_17,1267
اب اپ کو پسند ائی ہے تو ٹھیک ہے ماں جی,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_5_18,1268
کیونکہ اج کل اپ صرف ایک ہی بات کرتی ہیں,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_5_19,1269
ایسا بھی نہیں کہا میں نے,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,1,4_0_5_20,1270
میں کیا کہا ہوں شکریہ سر,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_5_21,1271
انہیں بہت اچھا لگا اپ سے مل کے بہت متاثر ہوئی خاص کر  اپ کے گھر والوں سے ملی تو بہت خوشی ہوئی انہیں,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,5,4_0_5_22,1272
دراصل مال جی خود بھی انا چاہ رہی تھی اپ کی طرف,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_5_23,1273
تمہیں سوچتے ہی دل ایک انجانی سی خوشی سے سرشار ہونے لگ جاتا ہے ایک ایک دن,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_5_24,1274
بڑی چاہت اور محبت سے اپ کا ہاتھ مانگنے کے لیے ائے ہیں,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_5_25,1275
دراسل مجھے اپ سے کچھ کہنا تھا,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_5_26,1276
لفظ تو ہزاروں ہیں میرے پاس لیکن کہنے کی ترتیب نہیں بنا پا رہا,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_5_27,1277
جو کہہ رہا ہوں وہ سچ ہے اور خوبصورت ہے,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,5,4_0_5_28,1278
میں کتنا خوش ہوں اتنا خوش ہوں اتنا خوش ہوں کہ بتا نہیں سکتا,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_5_29,1279
مجھے تو یقین نہیں ا رہا کہ میری زندگی میں اپ انے والی ہیں,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,5,4_0_5_30,1280
بڑے پیار سے بڑے چاہت سے اپ کو رب سے مانگا تھا,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_5_31,1281
میری کسی نیکی کا صلہ ہے اپ,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,1,4_0_5_32,1282
میں بیان نہیں کر سکتا کہ میں کتنا خوش ہوں,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_5_33,1283
میرے کہنے کا مطلب ہے کہ اپ خوبصورت لگ رہی ہیں مجھ سے,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,4,4_0_5_34,1284
ہمیشہ لگتی ہو لیکن اج زیادہ لگ رہی ہے ہو,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_5_35,1285
اپ دیکھ کیوں نہیں رہی ہیں میری طرف,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,2,4_0_5_36,1286
ایک دفعہ دیکھ لیں تھوڑی دیر,خوشی,مرد,عمران اشرف,4,32-Bit Float,41100 Hz,WAV,3,4_0_5_37,1287
